"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000033880",963.585546018954,1.92224333142692,0.175950159726975,10.9249308691149,8.76070872802654e-28,1.34179014878455e-23
"ENSMUSG00000027270",292.884327038267,2.03427711534815,0.251692565219499,8.08238858217396,6.35103554967563e-16,2.4318115119708e-12
"ENSMUSG00000064215",875.217773799224,1.16125055661105,0.155271570807591,7.47883563340801,7.49839855880485e-14,2.2969094465331e-10
"ENSMUSG00000079017",93.4406590204568,2.73884987120496,0.391850058228945,6.98953544522567,2.75797932245772e-12,7.04020188379375e-09
"ENSMUSG00000115529",151.407719210884,-1.78045413960142,0.258227623674309,-6.89490192515975,5.39019774204859e-12,1.17937526596023e-08
"ENSMUSG00000046718",218.146467242388,1.78739221546018,0.269997245877579,6.62003869576735,3.5910485325999e-11,5.50004993253001e-08
"ENSMUSG00000096768",347.413543114865,1.48386384507588,0.238049607894153,6.23342276512241,4.5635240186931e-10,6.35408489730032e-07
"ENSMUSG00000033355",118.285607854802,1.84000969171468,0.297601935232109,6.18278805976043,6.29792442280345e-10,7.41992388151213e-07
"ENSMUSG00000034459",249.594810277848,1.28259496123185,0.249855532238735,5.13334625709362,2.84635552607179e-07,0.000229446217038503
"ENSMUSG00000023064",205.128046556391,1.54235066846843,0.305109193827025,5.05507765637124,4.30215678012666e-07,0.000286486231497478
"ENSMUSG00000026822",88.8855005276927,2.08254668154207,0.420835002124487,4.94860615449956,7.4746820618221e-07,0.000424008260958768
"ENSMUSG00000025492",290.507540552583,1.02643346205519,0.214150054858255,4.79305719876925,1.64258767544474e-06,0.000838595761237053
"ENSMUSG00000025498",158.643435983137,1.41287795054523,0.301606645015232,4.6845053777707,2.80636799529909e-06,0.00116168465448651
"ENSMUSG00000110631",159.156811347422,-1.31264716148327,0.289076173033945,-4.54083485230425,5.60319101398121e-06,0.00220047368128554
"ENSMUSG00000032484",80.8933373243073,1.92513878211404,0.445133348810931,4.3248585783487,1.52629746843571e-05,0.00460084624020622
"ENSMUSG00000051985",96.7476387810537,1.37615047952296,0.317932497903666,4.32843603153752,1.50171935723277e-05,0.00460084624020622
"ENSMUSG00000021091",187.934178317619,1.00596550036855,0.237706783541014,4.23195958223456,2.31664046006286e-05,0.00645121187024049
"ENSMUSG00000026222",159.18580953198,1.02178445166838,0.24209885835258,4.22052569194816,2.43733275870851e-05,0.0065440793037035
"ENSMUSG00000032496",48.7296144323264,2.19545075942011,0.526933863033022,4.16646359902386,3.09361263600094e-05,0.00803080866660854
"ENSMUSG00000104674",105.918178964425,1.37341924985078,0.336781141854461,4.07807646915187,4.54098323883028e-05,0.0108671405134257
"ENSMUSG00000032487",76.0856489781403,1.31532018168668,0.350975800266003,3.74760932431754,0.000178528032268508,0.0276195489113583
