"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000109127",45.3107736950523,-1.75374740618685,0.485802842520951,-3.60999823938086,0.000306199083514813,0.00463881395158952
"ENSMUSG00000007080",108.884875968242,1.16721064716948,0.324278961951546,3.5994029342671,0.000318948657470644,0.00479292538707708
"ENSMUSG00000141869",61.0332157901772,-1.5514113338192,0.43171187329948,-3.59362674452777,0.000326106905580342,0.00488914239951207
"ENSMUSG00000079507",89.9502158482829,1.12489274487821,0.314912258862014,3.57208305876434,0.000354153044339833,0.00521485130483959
"ENSMUSG00000034768",60.1633562205931,1.38005406477712,0.38743374388517,3.56203889454231,0.000367985850010507,0.00537112877150268
"ENSMUSG00000085743",96.3627255444387,1.16698408777746,0.328828738557958,3.54891148777062,0.000386827083917859,0.00557339620818007
"ENSMUSG00000087373",43.3845827493805,1.60209559952424,0.452419679342245,3.54117133422106,0.000398354809154742,0.00570668548858943
"ENSMUSG00000029149",81.3317806707168,-1.23139398760332,0.348476936142881,-3.53364558708823,0.000409870285267588,0.00584709028139363
"ENSMUSG00000033847",66.3710799011019,-1.31664725948548,0.373162754937,-3.52834585463324,0.000418165412781528,0.00593877099188923
"ENSMUSG00000113252",142.101923107137,-1.0569450586034,0.300647385067651,-3.5155637836849,0.000438821337028228,0.00615825771400832
"ENSMUSG00000138012",136.023882650642,1.11674239889857,0.318348564337959,3.50792346502633,0.000451618956301607,0.00631789476544466
"ENSMUSG00000143537",106.561237939218,1.02907702858514,0.293405310773197,3.50735651605374,0.000452582352001152,0.00632024493673314
"ENSMUSG00000087216",69.8287339648147,1.2799354320718,0.365258699539557,3.50418876726352,0.000458000580486282,0.00639029431526602
"ENSMUSG00000140435",337.618162127021,1.70241040991378,0.486107094405248,3.50213035256497,0.000461553744890768,0.00643422115245972
"ENSMUSG00000020080",76.0941363492506,1.15968409573762,0.331575850219265,3.49749263998191,0.000469653671648213,0.0065185468557497
"ENSMUSG00000116946",90.0982058173937,1.11489984687627,0.320122583967909,3.48272787585656,0.000496332604320741,0.00679975667919415
"ENSMUSG00000100807",59.4075126164197,-1.36971005147396,0.394028751232793,-3.4761677851897,0.000508633962322402,0.00692055730242091
"ENSMUSG00000130407",45.1423393757121,-1.63229416742657,0.4719536643438,-3.45858988020804,0.000543011059380014,0.00735659051259145
"ENSMUSG00000029135",601.53807268755,-1.56808361844612,0.454815756068404,-3.44773371969611,0.000565311068131443,0.00759418723139889
"ENSMUSG00000107008",91.2946307031957,-1.06953036770319,0.310977273359537,-3.43925572486018,0.000583315941351292,0.00778996381508801
"ENSMUSG00000097493",36.7686124518992,1.74841913095948,0.509232369887869,3.43344067335012,0.000595972611063664,0.00792573288418434
"ENSMUSG00000120068",49.2539371568287,1.4224274660252,0.414286496384605,3.43343912591513,0.00059597601287442,0.00792573288418434
"ENSMUSG00000091971",159.055465505175,-1.13121437772289,0.330233850189557,-3.42549492450143,0.000613680399944595,0.00805375744181016
"ENSMUSG00000105852",105.129909970008,1.0376327383411,0.304370368994126,3.40911220027835,0.000651746681587075,0.00842763080861009
"ENSMUSG00000107859",80.6189567115142,1.20285861787403,0.352901603545446,3.40848158747211,0.000653254935671525,0.00843367759789792
"ENSMUSG00000079017",93.4406590204568,1.3697100640402,0.402310335714257,3.4046106760057,0.000662584443608515,0.00851236214860673
"ENSMUSG00000047878",91.3876552896737,1.16419706793908,0.344122834987232,3.38308577511944,0.000716762422066052,0.00904030826307436
"ENSMUSG00000124428",37.2517310202996,1.65327699071417,0.491602287795667,3.36303762565349,0.000770898559940248,0.00958616581734775
"ENSMUSG00000121107",92.6936409189473,1.0944341279249,0.32751649619573,3.34161527934412,0.000832924206720334,0.0101509443966254
"ENSMUSG00000110027",64.4856814100562,-1.30051779355486,0.390556982931196,-3.32990536693073,0.000868755048256997,0.0104751557108499
"ENSMUSG00000120777",97.3811397445166,1.18580145247734,0.357185336801801,3.31984919396433,0.000900660870201191,0.0108106514722336
"ENSMUSG00000085428",92.6912538060095,1.11900685290548,0.337684257599148,3.31376671468592,0.000920482707609043,0.0109739768862137
"ENSMUSG00000039110",97.5850952919092,-1.0266092886658,0.310160792114427,-3.3099260601806,0.000933206193929382,0.0110841896764603
