"","SRR5364316","SRR5364317","SRR5364318","SRR5364321","SRR5364323","SRR5364330"
"ENSMUSG00000040950",54.2109857939943,69.2593606599663,71.3877115929427,60.6712838209796,54.8607497123986,52.6275150392153
"ENSMUSG00000040952",2225.66213898676,2150.23676633557,2854.48863926638,2193.42115915508,2269.86351935049,2535.76909963952
"ENSMUSG00000040957",1032.01654437456,1123.06717131699,930.079899610911,1088.99812824436,1144.23849400146,1077.10980780261
"ENSMUSG00000040964",2351.15053202842,2346.29403343455,2054.94626942542,2497.8059051044,2202.26723845486,2867.32244438658
"ENSMUSG00000040966",18.0703285979981,11.7208148809174,11.2180689646053,14.3965758219274,6.85759371404982,7.0170020052287
"ENSMUSG00000040969",17.0664214536649,23.4416297618347,29.5749090885048,22.6231905773144,22.532093631878,28.9451332715684
"ENSMUSG00000040972",1785.95080976881,1604.68611006014,1274.78056415969,1345.05151250579,1613.49383529144,1370.0696415209
"ENSMUSG00000040978",66.257871525993,69.2593606599663,94.843673973481,52.4446690655926,57.7997184469914,66.6615190496727
"ENSMUSG00000040985",6.02344286599936,5.32764312768971,1.01982445132775,2.05665368884677,7.83724995891408,6.13987675457512
"ENSMUSG00000040987",121.47276446432,120.404734685788,116.259987451364,133.68248977504,135.192561791268,150.865543112417
"ENSMUSG00000040990",681.652951002261,700.052306978428,787.304476425025,511.078441678422,616.20377801962,614.864800708165
"ENSMUSG00000040997",3001.68236155635,2913.15526222074,2727.01058285041,2848.46535905277,2615.68217378758,3222.55817090128
"ENSMUSG00000040998",166.648585959316,155.56717932854,248.837166123972,175.843890396399,167.521217871789,199.107431898364
"ENSMUSG00000041000",6459.13856663998,6266.37384678864,5381.61362965655,9273.45148301007,7695.19980340877,8903.69841938457
"ENSMUSG00000041012",29.1133071856636,41.5556163959798,38.7533291504546,31.8781321771249,42.1252185291632,37.7163857781043
"ENSMUSG00000041014",617.402893764935,580.713100918179,616.99379305329,623.16606772057,538.810934675343,671.877942000648
"ENSMUSG00000041020",7095.61569614725,6743.73067102964,7264.20956680758,7364.87685976027,7435.59089851974,7214.35518662576
"ENSMUSG00000041025",1616.2905023765,1450.18445935714,1212.5712726287,1835.56341729574,1723.21533471623,1696.36023476404
"ENSMUSG00000041028",22538.7192974253,22069.2288921419,24031.1433710872,17861.0089607897,21385.8958253868,19719.529885194
"ENSMUSG00000041035",576.242700847272,590.30285854802,698.579749159511,548.098208077663,667.145902752561,637.670057225159
"ENSMUSG00000041037",2953.49481862835,2911.02420496966,2555.68007502735,2642.7999901681,2634.29564244,2781.36416982253
"ENSMUSG00000041040",1781.93518119148,1600.42399555799,1484.86440113321,1711.13586912051,1641.9038663925,1561.28294616339
"ENSMUSG00000041046",326.269821908299,372.93501893828,384.473818150563,335.234551282023,363.452466844641,414.003118308494
"ENSMUSG00000041057",1616.2905023765,1557.80285053647,1626.61999986777,1735.81571338667,1619.37177276062,1754.25050130718
"ENSMUSG00000041058",4087.9098917249,3910.49005572425,3643.83276459406,3686.55173725783,3547.33526265349,3565.51414390684
"ENSMUSG00000041062",32.1250286186633,29.8348015150624,37.7335046991269,53.4729959100159,50.9421247329415,21.0510060156861
"ENSMUSG00000041064",0,2.13105725107589,3.05947335398326,2.05665368884677,0.97965624486426,1.75425050130718
"ENSMUSG00000041073",1343.22775911786,1281.83093652215,1429.79388076151,1173.32092948708,1289.22761824137,1137.6314500977
"ENSMUSG00000041075",2151.37301030611,1768.77751839299,1898.91312837228,2373.37835692917,2263.98558188131,2150.7111146026
"ENSMUSG00000041078",968.770394281564,860.947129434658,800.562194292286,1009.81696122376,878.751651643242,1063.07580379215
"ENSMUSG00000041079",263.023671815306,267.447685010024,265.154357345216,202.580388351407,243.934404971201,203.493058151632
"ENSMUSG00000041084",1099.27832304488,1115.60847093823,1207.47215037206,744.50863536253,1025.70008837288,869.231123397706
"ENSMUSG00000041096",4016.63248447724,4230.14864338563,4856.40403722276,5478.92542708779,4435.88347674537,5540.80020837872
"ENSMUSG00000041112",6133.87265187602,5711.23343288337,4564.73424414302,6564.83857479888,6233.55268607129,6216.18665138198
"ENSMUSG00000041115",4272.62880628222,4289.81824641576,3634.65434453211,5856.32137899117,4731.73966269438,5439.93080455355
"ENSMUSG00000041117",120.468857319987,107.618391179332,108.101391840742,98.7193770646448,94.046999506969,120.166159339542
"ENSMUSG00000041119",1908.42748137746,1936.06551260244,1948.88452648734,2096.75843577928,2194.42998849594,2101.592100566
"ENSMUSG00000041120",2124.26751740911,2073.51870529684,1870.3580437351,3972.42660000753,2446.20164342606,4277.73984743755
"ENSMUSG00000041124",3288.79980483565,3338.30118381037,3432.72910316922,2805.27563158699,3163.3100146667,2963.80622195847
"ENSMUSG00000041126",1691.58353820149,1681.40417109887,1607.24333529254,1151.72606575419,1553.73480435472,1268.32311244509
