"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"ENSMUSG00000026822",82.5688316218759,1.94860770327614,0.335100845940306,5.81498891119857,6.06379055878436e-09,6.07591813990193e-06,"Upregulated"
"ENSMUSG00000038173",621.379899913465,-0.768863040561323,0.135351386985445,-5.6804962083174,1.34304529637505e-08,1.26162317528232e-05,"Not significant"
"ENSMUSG00000074634",311.325074462991,1.02959577191691,0.185247079626958,5.55795953161723,2.72946645688826e-08,2.41316946159003e-05,"Upregulated"
"ENSMUSG00000020396",4668.9597910992,0.544637008618836,0.0986619515755915,5.5202334833358,3.38549517326389e-08,2.67810486600822e-05,"Not significant"
"ENSMUSG00000034459",238.52427404486,1.18289522550722,0.214229605140968,5.52162351570803,3.35881573803313e-08,2.67810486600822e-05,"Upregulated"
"ENSMUSG00000025492",287.601178420393,0.929001471767201,0.17439202581955,5.32708687453675,9.98004371778556e-08,7.50000285391585e-05,"Not significant"
"ENSMUSG00000032854",3617.43743376585,-0.643513897260939,0.121824728960208,-5.28229287069567,1.27577036309851e-07,9.13087074160502e-05,"Not significant"
"ENSMUSG00000045658",856.018483822192,0.539396145613267,0.102306749207464,5.27234175449601,1.34693960977134e-07,9.20204651584696e-05,"Not significant"
"ENSMUSG00000026043",341.122884151059,-1.05644974212304,0.201658219601442,-5.23881319695775,1.61612520604587e-07,0.000105610268899432,"Downregulated"
"ENSMUSG00000021091",189.115169735839,0.954430045756447,0.184503493922414,5.17296461690745,2.30408658314361e-07,0.00014233095389482,"Not significant"
"ENSMUSG00000038375",9992.60167639067,-0.427999440819923,0.0828743785097042,-5.16443620472889,2.41164708096567e-07,0.00014233095389482,"Not significant"
"ENSMUSG00000047945",1009.47606827732,-0.78904753046903,0.152899646637063,-5.1605582342645,2.46214557635749e-07,0.00014233095389482,"Not significant"
"ENSMUSG00000032487",67.3690004665629,1.57146560850654,0.306386099235504,5.12903689961022,2.91228260111597e-07,0.000162117064795456,"Upregulated"
"ENSMUSG00000093536",422.046018361125,0.861890392005291,0.168400568544726,5.11809668728275,3.08634382222169e-07,0.000165670527314257,"Not significant"
"ENSMUSG00000029561",221.142522730835,0.895071863889225,0.17529071515221,5.10621377242946,3.2867784733275e-07,0.000170345794669353,"Not significant"
"ENSMUSG00000104674",109.348607922994,1.30455431592757,0.256556151998395,5.08486857853923,3.67880709000231e-07,0.000184308235209116,"Upregulated"
"ENSMUSG00000028364",502.931190255719,-0.667707272891291,0.131605038705097,-5.07356921483457,3.90422370941421e-07,0.000189291878556438,"Not significant"
"ENSMUSG00000029304",1697.61027288598,0.626189487673954,0.125039580948553,5.00793015238588,5.50184920190814e-07,0.000258414979702123,"Not significant"
"ENSMUSG00000130119",376.102255631227,0.805712080907275,0.162073663630134,4.97127085833007,6.65154460505451e-07,0.000302947622466573,"Not significant"
"ENSMUSG00000032036",3933.36227005294,-0.404306578168666,0.0830117350207621,-4.87047497643007,1.11330300647274e-06,0.000478084119636723,"Not significant"
"ENSMUSG00000038007",483.798655333089,0.760101672215957,0.155990460988687,4.87274457295874,1.10058479092519e-06,0.000478084119636723,"Not significant"
